film_ref	tfidf_cluster
(filmRef)10718	4
(filmRef)10719	4
(filmRef)1072	14
(filmRef)10720	4
(filmRef)10721	4
(filmRef)10722	4
(filmRef)10723	4
(filmRef)10724	4
(filmRef)10725	4
(filmRef)10726	4
(filmRef)10727	4
(filmRef)10728	4
(filmRef)10729	4
(filmRef)10730	4
(filmRef)10731	4
(filmRef)10732	4
(filmRef)10733	4
(filmRef)10734	4
(filmRef)10735	4
(filmRef)10736	4
(filmRef)10737	4
(filmRef)10738	4
(filmRef)10739	4
(filmRef)1073A	14
(filmRef)1073B	6
(filmRef)1073C	6
(filmRef)1073D	14
(filmRef)1074	11
(filmRef)10740	4
(filmRef)10741	4
(filmRef)10742	4
(filmRef)10743	4
(filmRef)10744	4
(filmRef)10745	4
(filmRef)10746	4
(filmRef)10747	4
(filmRef)10748	4
(filmRef)10749	4
(filmRef)1075	10
(filmRef)10750	4
(filmRef)10751	4
(filmRef)10752	4
(filmRef)10753	4
(filmRef)10754	4
(filmRef)10755	4
(filmRef)10756	4
(filmRef)10757	4
(filmRef)10758	4
(filmRef)10759	4
(filmRef)1076	1
(filmRef)10760	4
(filmRef)10761	4
(filmRef)10762	4
(filmRef)10763	4
(filmRef)10764	4
(filmRef)10765	4
(filmRef)10766	4
(filmRef)10767	4
(filmRef)10768	4
(filmRef)10769	4
(filmRef)1077	14
(filmRef)10770	4
(filmRef)10771	4
(filmRef)10772	4
(filmRef)10773	8
(filmRef)10774	8
(filmRef)10775	4
(filmRef)10776	4
(filmRef)10777	4
(filmRef)10778	4
(filmRef)10779	4
(filmRef)1078	2
(filmRef)10780	4
(filmRef)10781	4
(filmRef)10782	4
(filmRef)10783	4
(filmRef)10784	4
(filmRef)10785	4
(filmRef)10786	4
(filmRef)10787	4
(filmRef)10788	4
(filmRef)10789	4
(filmRef)1079	13
(filmRef)10790	4
(filmRef)10791	4
(filmRef)10792	4
(filmRef)10793	4
(filmRef)10794	4
(filmRef)10796	4
(filmRef)10797	4
(filmRef)10798	4
(filmRef)10799	4
(filmRef)10800	4
(filmRef)10801	4
(filmRef)10802	4
(filmRef)10803	4
(filmRef)10804	4
(filmRef)10805	4
(filmRef)10806	4
(filmRef)10807	4
(filmRef)10808	4
(filmRef)10809	4
(filmRef)1080A	14
(filmRef)1080B	2
(filmRef)1081	14
(filmRef)10810	4
(filmRef)10811	4
(filmRef)10812	4
(filmRef)10813	4
(filmRef)10814	4
(filmRef)10815	4
(filmRef)10816	4
(filmRef)10817	4
(filmRef)10818	4
(filmRef)10819	4
(filmRef)1082	14
(filmRef)10820	4
(filmRef)10821	4
(filmRef)10822	4
(filmRef)10823	4
(filmRef)10824	4
(filmRef)10825	4
(filmRef)10826	4
(filmRef)10827	4
(filmRef)10828	4
(filmRef)10829	4
(filmRef)1083	14
(filmRef)10830	4
(filmRef)10831	4
(filmRef)10832	4
(filmRef)10833	4
(filmRef)10834	4
(filmRef)10835	4
(filmRef)10836	4
(filmRef)10837	18
(filmRef)10838	4
(filmRef)10839	4
(filmRef)1084	14
(filmRef)10840	4
(filmRef)10841	4
(filmRef)10842	4
(filmRef)10849	4
(filmRef)1085	14
(filmRef)10850	4
(filmRef)10851	4
(filmRef)10852	4
(filmRef)10853	4
(filmRef)10854	4
(filmRef)10855	4
(filmRef)10856	4
(filmRef)10857	4
(filmRef)10858	4
(filmRef)10859	4
(filmRef)1086	14
(filmRef)10860	4
(filmRef)10861	4
(filmRef)10862	4
(filmRef)10863	4
(filmRef)10864	4
(filmRef)10865	4
(filmRef)10866	4
(filmRef)10867	4
(filmRef)10868	4
(filmRef)10869	4
(filmRef)1087	3
(filmRef)10870	8
(filmRef)10871	4
(filmRef)10872	3
(filmRef)10874	13
(filmRef)10875	13
(filmRef)10876	13
(filmRef)10877	13
(filmRef)10878	13
(filmRef)10879	13
(filmRef)1088	14
(filmRef)10880	13
(filmRef)10881	13
(filmRef)10882	13
(filmRef)10883	14
(filmRef)10884	13
(filmRef)10886	13
(filmRef)10887	13
(filmRef)10889	13
(filmRef)1089	11
(filmRef)10891	13
(filmRef)10892	13
(filmRef)10894	14
(filmRef)10895	13
(filmRef)10897	13
(filmRef)1090	11
(filmRef)10900	4
(filmRef)10902	13
(filmRef)10904	1
(filmRef)10905	3
(filmRef)10907	13
(filmRef)1091	14
(filmRef)10912	13
(filmRef)10918	11
(filmRef)10919	11
(filmRef)1092	11
(filmRef)10920	11
(filmRef)10921	0
(filmRef)10922	11
(filmRef)10923	11
(filmRef)10924	11
(filmRef)10925	11
(filmRef)10926	11
(filmRef)10927	13
(filmRef)1093	13
(filmRef)10933	11
(filmRef)10935	11
(filmRef)1094	1
(filmRef)1095	1
(filmRef)1096	2
(filmRef)10967	4
(filmRef)10968	4
(filmRef)10969	4
(filmRef)10970	4
(filmRef)10971	4
(filmRef)10972	4
(filmRef)10973	4
(filmRef)10974	4
(filmRef)10975	4
(filmRef)10976	4
(filmRef)10977	4
(filmRef)10978	4
(filmRef)10979	4
(filmRef)1098	10
(filmRef)10980	4
(filmRef)10981	4
(filmRef)10982	4
(filmRef)10983	4
(filmRef)10984	4
(filmRef)10985	4
(filmRef)10986	4
(filmRef)10987	4
(filmRef)10988	4
(filmRef)10989	4
(filmRef)1099	11
(filmRef)10990	1
(filmRef)10991	4
(filmRef)10992	4
(filmRef)10993	4
(filmRef)10994	8
(filmRef)10995	8
(filmRef)10996	13
(filmRef)10997	13
(filmRef)10998	3
(filmRef)10999	13
(filmRef)1100	11
(filmRef)11000	13
(filmRef)11001	13
(filmRef)11006	13
(filmRef)1101	6
(filmRef)11011	13
(filmRef)11014	11
(filmRef)11015	11
(filmRef)11016	11
(filmRef)11017	11
(filmRef)11018	11
(filmRef)11019	11
(filmRef)1102	10
(filmRef)11024	11
(filmRef)11025	11
(filmRef)11027	0
(filmRef)1103	11
(filmRef)11030	11
(filmRef)11032	11
(filmRef)11033	11
(filmRef)11037	11
(filmRef)11038	11
(filmRef)1104	14
(filmRef)11044	11
(filmRef)11049	11
(filmRef)1105	12
(filmRef)11052	11
(filmRef)11055	11
(filmRef)11056	11
(filmRef)11057	0
(filmRef)1106	1
(filmRef)11060	11
(filmRef)11063	11
(filmRef)11065	11
(filmRef)11067	11
(filmRef)11068	11
(filmRef)1107	14
(filmRef)11075	11
(filmRef)11078	11
(filmRef)1108	13
(filmRef)11082	11
(filmRef)11083	11
(filmRef)11086	11
(filmRef)1109	10
(filmRef)11090	11
(filmRef)11092	11
(filmRef)11093	11
(filmRef)11094	11
(filmRef)11095	11
(filmRef)11099	11
(filmRef)1110	11
(filmRef)11104	11
(filmRef)11105	11
(filmRef)11106	11
(filmRef)11107	11
(filmRef)11108	11
(filmRef)11109	11
(filmRef)1111	11
(filmRef)11110	11
(filmRef)11111	11
(filmRef)11112	11
(filmRef)11113	11
(filmRef)11114	11
(filmRef)11115	11
(filmRef)11116	11
(filmRef)11117	11
(filmRef)11119	11
(filmRef)1112	6
(filmRef)11120	11
(filmRef)11121	11
(filmRef)11122	11
(filmRef)11123	11
(filmRef)11124	11
(filmRef)11125	11
(filmRef)11127	11
(filmRef)11128	11
(filmRef)11129	11
(filmRef)1113	6
(filmRef)11130	11
(filmRef)11131	11
(filmRef)11132	11
(filmRef)11133	11
(filmRef)11134	11
(filmRef)11136	11
(filmRef)11137	11
(filmRef)11138	11
(filmRef)11139	11
(filmRef)1114	11
(filmRef)11140	11
(filmRef)11141	11
(filmRef)11142	11
(filmRef)11143	11
(filmRef)11144	11
(filmRef)11145	11
(filmRef)11146	11
(filmRef)11147	11
(filmRef)11148	11
(filmRef)1115	11
(filmRef)11151	1
(filmRef)11153	0
(filmRef)11154	0
(filmRef)11155	0
(filmRef)11156	0
(filmRef)1116	2
(filmRef)11160	11
(filmRef)11161	11
(filmRef)11162	11
(filmRef)11163	11
(filmRef)11164	11
(filmRef)11165	11
(filmRef)11166	11
(filmRef)11167	11
(filmRef)11168	11
(filmRef)11169	11
(filmRef)1117	11
(filmRef)11170	11
(filmRef)11171	11
(filmRef)11172	11
(filmRef)11173	11
(filmRef)11174	11
(filmRef)11176	11
(filmRef)11177	11
(filmRef)11178	11
(filmRef)11179	11
(filmRef)1118	11
(filmRef)11180	11
(filmRef)11181	11
(filmRef)11182	11
(filmRef)11184	11
(filmRef)11185	11
(filmRef)11186	11
(filmRef)11187	11
(filmRef)11188	11
(filmRef)11189	11
(filmRef)1119	11
(filmRef)11190	11
(filmRef)11192	11
(filmRef)11193	11
(filmRef)11194	11
(filmRef)11195	11
(filmRef)11196	11
(filmRef)11197	11
(filmRef)11198	11
(filmRef)1120	2
(filmRef)11200	11
(filmRef)11201	11
(filmRef)11202	11
(filmRef)11203	11
(filmRef)11204	11
(filmRef)11205	11
(filmRef)11206	11
(filmRef)11207	11
(filmRef)11208	11
(filmRef)11209	11
(filmRef)1121	11
(filmRef)11210	11
(filmRef)11211	11
(filmRef)11212	11
(filmRef)11214	11
(filmRef)11216	11
(filmRef)11219	11
(filmRef)1122	11
(filmRef)11225	11
(filmRef)11226	11
(filmRef)1123	11
(filmRef)1124	11
(filmRef)11240	11
(filmRef)11244	11
(filmRef)11248	11
(filmRef)11249	11
(filmRef)11250	10
(filmRef)11251	11
(filmRef)11252	11
(filmRef)11253	11
(filmRef)11259	11
(filmRef)1126	14
(filmRef)11260	11
(filmRef)11261	11
(filmRef)11262	11
(filmRef)11263	11
(filmRef)11264	11
(filmRef)11265	11
(filmRef)11266	11
(filmRef)11267	11
(filmRef)11268	11
(filmRef)1127	13
(filmRef)11270	11
(filmRef)11273	11
(filmRef)11275	11
(filmRef)11276	11
(filmRef)11277	11
(filmRef)11278	11
(filmRef)11279	11
(filmRef)1128	11
(filmRef)11280	11
(filmRef)11282	11
(filmRef)11283	11
(filmRef)11284	11
(filmRef)11285	11
(filmRef)11287	11
(filmRef)11288	11
(filmRef)11289	11
(filmRef)1129	13
(filmRef)11290	11
(filmRef)11291	11
(filmRef)11292	11
(filmRef)11293	11
(filmRef)11294	11
(filmRef)11295	11
(filmRef)11296	11
(filmRef)11298	11
(filmRef)11299	11
(filmRef)1130	10
(filmRef)11300	11
(filmRef)11301	11
(filmRef)11302	11
(filmRef)11303	10
(filmRef)11304	11
(filmRef)11308	11
(filmRef)11309	11
(filmRef)1131	19
(filmRef)11310	11
(filmRef)11311	11
(filmRef)11312	11
(filmRef)11313	11
(filmRef)11314	11
(filmRef)11315	11
(filmRef)11316	11
(filmRef)11317	11
(filmRef)11318	11
(filmRef)11319	11
(filmRef)1132	13
(filmRef)11320	11
(filmRef)11321	11
(filmRef)11322	11
(filmRef)11323	11
(filmRef)11324	11
(filmRef)11325	10
(filmRef)11326	11
(filmRef)11327	11
(filmRef)11328	11
(filmRef)11329	11
(filmRef)1133	14
(filmRef)11330	11
(filmRef)11331	11
(filmRef)11332	11
(filmRef)11333	11
(filmRef)11336	11
(filmRef)11337	11
(filmRef)11338	11
(filmRef)11339	10
(filmRef)1134	14
(filmRef)11340	11
(filmRef)11341	11
(filmRef)11342	11
(filmRef)11344	11
(filmRef)11345	11
(filmRef)11346	11
(filmRef)11347	11
(filmRef)1135	14
(filmRef)11351	11
(filmRef)11352	10
(filmRef)11353	11
(filmRef)11355	11
(filmRef)11356	11
(filmRef)1136	14
(filmRef)11361	11
(filmRef)11364	11
(filmRef)11365	11
(filmRef)11368	11
(filmRef)1137	14
(filmRef)11372	11
(filmRef)11374	11
(filmRef)1138	14
(filmRef)11383	11
(filmRef)11387	11
(filmRef)1139	14
(filmRef)1140	14
(filmRef)11402	11
(filmRef)11406	15
(filmRef)11407	15
(filmRef)11408	15
(filmRef)11409	15
(filmRef)1141	14
(filmRef)11410	15
(filmRef)11411	15
(filmRef)11412	15
(filmRef)11413	15
(filmRef)11414	15
(filmRef)11415	15
(filmRef)11416	15
(filmRef)11418	15
(filmRef)11419	11
(filmRef)1142	14
(filmRef)11422	15
(filmRef)11423	15
(filmRef)11425	15
(filmRef)11426	15
(filmRef)11427	15
(filmRef)11428	15
(filmRef)11429	15
(filmRef)1143	14
(filmRef)11430	15
(filmRef)11431	15
(filmRef)11432	15
(filmRef)11433	15
(filmRef)11434	15
(filmRef)11435	15
(filmRef)11436	15
(filmRef)11437	15
(filmRef)11438	15
(filmRef)11439	15
(filmRef)11440	15
(filmRef)11441	15
(filmRef)11442	15
(filmRef)11444	15
(filmRef)11445	15
(filmRef)11447	15
(filmRef)11448	15
(filmRef)11449	15
(filmRef)1145	14
(filmRef)11450	15
(filmRef)11451	15
(filmRef)11452	15
(filmRef)11453	15
(filmRef)11454	15
(filmRef)11455	15
(filmRef)11459	4
(filmRef)1146	14
(filmRef)11460	4
(filmRef)11461	4
(filmRef)11462	4
(filmRef)11463	4
(filmRef)11464	4
(filmRef)11465	4
(filmRef)11467	4
(filmRef)11468	4
(filmRef)11469	4
(filmRef)1147	14
(filmRef)11470	4
(filmRef)11471	4
(filmRef)11472	4
(filmRef)11474	4
(filmRef)11475	4
(filmRef)11476	4
(filmRef)11477	4
(filmRef)11478	4
(filmRef)11479	4
(filmRef)1148	14
(filmRef)11480	4
(filmRef)11481	4
(filmRef)11482	4
(filmRef)11483	4
(filmRef)11484	4
(filmRef)11485	4
(filmRef)11486	4
(filmRef)11487	4
(filmRef)11488	4
(filmRef)11489	4
(filmRef)1149	14
(filmRef)11490	4
(filmRef)11491	4
(filmRef)11492	4
(filmRef)11493	4
(filmRef)11494	4
(filmRef)11495	4
(filmRef)11496	4
(filmRef)11497	4
(filmRef)11498	4
(filmRef)11499	4
(filmRef)1150	14
(filmRef)11500	4
(filmRef)11501	4
(filmRef)11502	4
(filmRef)11503	4
(filmRef)11504	4
(filmRef)11505	4
(filmRef)11506	4
(filmRef)11507	4
(filmRef)11508	4
(filmRef)11509	4
(filmRef)1151	3
(filmRef)11510	4
(filmRef)11511	4
(filmRef)11512	4
(filmRef)11513	4
(filmRef)11514	4
(filmRef)11515	4
(filmRef)11516	4
(filmRef)11517	4
(filmRef)11518	4
(filmRef)11519	4
(filmRef)1152	14
(filmRef)11520	4
(filmRef)11521	4
(filmRef)11522	4
(filmRef)11523	4
(filmRef)11524	4
(filmRef)11525	4
(filmRef)11526	4
(filmRef)11527	4
(filmRef)11528	4
(filmRef)11529	4
(filmRef)1153	13
(filmRef)11530	4
(filmRef)11531	4
(filmRef)11532	4
(filmRef)11533	4
(filmRef)11534	4
(filmRef)11535	4
(filmRef)11536	4
(filmRef)11537	4
(filmRef)11538	4
(filmRef)11539	4
(filmRef)1154	14
(filmRef)11540	4
(filmRef)11541	4
(filmRef)11542	4
(filmRef)11543	4
(filmRef)11544	4
(filmRef)11545	4
(filmRef)11546	4
(filmRef)11547	4
(filmRef)11548	4
(filmRef)11549	4
(filmRef)1155	11
(filmRef)11550	4
(filmRef)11551	4
(filmRef)11552	4
(filmRef)11553	4
(filmRef)11554	4
(filmRef)11555	4
(filmRef)11556	4
(filmRef)11557	4
(filmRef)11558	4
(filmRef)11559	4
(filmRef)1156	11
(filmRef)11560	4
(filmRef)11561	4
(filmRef)11563	4
(filmRef)11564	4
(filmRef)11565	4
(filmRef)11566	4
(filmRef)11567	4
(filmRef)11568	4
(filmRef)11569	4
(filmRef)1157	11
(filmRef)11570	4
(filmRef)11571	4
(filmRef)11572	4
(filmRef)11573	4
(filmRef)11574	4
(filmRef)11575	4
(filmRef)11576	4
(filmRef)11577	4
(filmRef)11578	4
(filmRef)11579	4
(filmRef)1158	11
(filmRef)11580	4
(filmRef)11581	4
(filmRef)11582	1
(filmRef)11583	4
(filmRef)11584	4
(filmRef)11585	4
(filmRef)11586	4
(filmRef)11587	4
(filmRef)11588	4
(filmRef)11589	4
(filmRef)1159	11
(filmRef)11590	4
(filmRef)11591	4
(filmRef)11592	4
(filmRef)11593	4
(filmRef)11594	4
(filmRef)11595	4
(filmRef)11596	4
(filmRef)11597	4
(filmRef)11598	4
(filmRef)11599	4
(filmRef)1160	11
(filmRef)11600	4
(filmRef)11601	4
(filmRef)11602	4
(filmRef)11603	4
(filmRef)11604	4
(filmRef)11605	4
(filmRef)11606	4
(filmRef)11607	4
(filmRef)11608	4
(filmRef)11609	4
(filmRef)1161	14
(filmRef)11610	4
(filmRef)11611	4
(filmRef)11612	4
(filmRef)11613	4
(filmRef)11614	4
(filmRef)11615	4
(filmRef)11616	4
(filmRef)11617	4
(filmRef)11618	4
(filmRef)11619	4
(filmRef)1162	10
(filmRef)11620	4
(filmRef)11621	4
(filmRef)11622	4
(filmRef)11623	4
(filmRef)11624	4
(filmRef)11625	4
(filmRef)11626	4
(filmRef)11627	4
(filmRef)11628	4
(filmRef)11629	4
(filmRef)1163	3
(filmRef)11630	4
(filmRef)11631	4
(filmRef)11632	4
(filmRef)11633	4
(filmRef)11634	4
(filmRef)11635	4
(filmRef)11636	4
(filmRef)11637	4
(filmRef)11638	4
(filmRef)11639	4
(filmRef)1164	11
(filmRef)11640	4
(filmRef)11641	4
(filmRef)11642	4
(filmRef)11643	4
(filmRef)11644	4
(filmRef)11645	4
(filmRef)11646	4
(filmRef)11647	4
(filmRef)11648	4
(filmRef)11649	4
(filmRef)1165	14
(filmRef)11650	4
(filmRef)11651	4
(filmRef)11652	4
(filmRef)11653	4
(filmRef)11654	4
(filmRef)11655	4
(filmRef)11656	4
(filmRef)11657	4
(filmRef)11658	4
(filmRef)11659	4
(filmRef)1166	7
(filmRef)11660	4
(filmRef)11661	4
(filmRef)11662	4
(filmRef)11663	4
(filmRef)11664	4
(filmRef)11665	4
(filmRef)11666	4
(filmRef)11667	4
(filmRef)11668	4
(filmRef)11669	4
(filmRef)1167	10
(filmRef)11670	4
(filmRef)11671	4
(filmRef)11672	4
(filmRef)11673	4
(filmRef)11674	4
(filmRef)11675	4
(filmRef)11676	4
(filmRef)11677	4
(filmRef)11678	4
(filmRef)11679	4
(filmRef)1168	2
(filmRef)11680	4
(filmRef)11681	4
(filmRef)11682	4
(filmRef)11683	4
(filmRef)11684	4
(filmRef)11685	4
(filmRef)11686	4
(filmRef)11687	4
(filmRef)11688	4
(filmRef)11689	4
(filmRef)1169	14
(filmRef)11690	4
(filmRef)11691	4
(filmRef)11692	4
(filmRef)11693	4
(filmRef)11694	4
(filmRef)11695	4
(filmRef)11696	4
(filmRef)11697	4
(filmRef)11698	4
(filmRef)11699	4
(filmRef)1170	11
(filmRef)11700	4
(filmRef)11701	4
(filmRef)11702	4
(filmRef)11703	4
(filmRef)11704	8
(filmRef)11705	4
(filmRef)11706	4
(filmRef)11707	4
(filmRef)11708	4
(filmRef)11709	4
(filmRef)1171	11
(filmRef)11710	4
(filmRef)11711	4
(filmRef)11712	4
(filmRef)11713	4
(filmRef)11714	4
(filmRef)11715	4
(filmRef)11716	4
(filmRef)11717	4
(filmRef)11718	4
(filmRef)11719	4
(filmRef)1172	11
(filmRef)11720	4
(filmRef)11721	4
(filmRef)11722	8
(filmRef)11723	4
(filmRef)11724	4
(filmRef)11725	4
(filmRef)11726	4
(filmRef)11727	4
(filmRef)11728	8
(filmRef)11729	4
(filmRef)1173	10
(filmRef)11730	8
(filmRef)11731	8
(filmRef)11732	4
(filmRef)11733	8
(filmRef)11734	8
(filmRef)11735	8
(filmRef)11736	8
(filmRef)11737	8
(filmRef)11738	8
(filmRef)11739	8
(filmRef)1174	14
(filmRef)11740	8
(filmRef)11741	8
(filmRef)11742	8
(filmRef)11743	8
(filmRef)11744	8
(filmRef)11745	8
(filmRef)11746	4
(filmRef)11747	8
(filmRef)11748	8
(filmRef)11749	8
(filmRef)1175	11
(filmRef)11750	8
(filmRef)11751	8
(filmRef)11752	8
(filmRef)11753	8
(filmRef)11754	8
(filmRef)11755	8
(filmRef)11756	4
(filmRef)11757	4
(filmRef)11758	8
(filmRef)11759	8
(filmRef)1176	11
(filmRef)11760	8
(filmRef)11761	8
(filmRef)11762	8
(filmRef)11763	8
(filmRef)11764	4
(filmRef)11765	8
(filmRef)11766	8
(filmRef)11767	8
(filmRef)11768	8
(filmRef)11769	8
(filmRef)1177	11
(filmRef)11770	8
(filmRef)11771	8
(filmRef)11772	4
(filmRef)11773	4
(filmRef)11774	4
(filmRef)11775	8
(filmRef)11776	4
(filmRef)11777	8
(filmRef)11778	8
(filmRef)11779	8
(filmRef)1178	14
(filmRef)11780	8
(filmRef)11781	8
(filmRef)11782	8
(filmRef)11783	4
(filmRef)11784	8
(filmRef)11785	6
(filmRef)11786	8
(filmRef)11787	4
(filmRef)11788	8
(filmRef)11789	8
(filmRef)1179	14
(filmRef)11790	8
(filmRef)11791	8
(filmRef)11792	8
(filmRef)11793	8
(filmRef)11794	8
(filmRef)11795	8
(filmRef)11796	8
(filmRef)11797	8
(filmRef)11798	8
(filmRef)11799	8
(filmRef)1180	13
(filmRef)11800	8
(filmRef)11801	8
(filmRef)11802	4
(filmRef)11803	8
(filmRef)11804	4
(filmRef)11805	8
(filmRef)11806	8
(filmRef)11807	8
(filmRef)11808	8
(filmRef)11809	4
(filmRef)1181	11
(filmRef)11810	8
(filmRef)11811	8
(filmRef)11812	8
(filmRef)11813	8
(filmRef)11814	8
(filmRef)11815	8
(filmRef)11816	4
(filmRef)11817	10
(filmRef)11818	4
(filmRef)11819	8
(filmRef)1182	11
(filmRef)11820	8
(filmRef)11821	8
(filmRef)11822	8
(filmRef)11823	8
(filmRef)11824	4
(filmRef)11825	4
(filmRef)11826	8
(filmRef)11827	8
(filmRef)11828	8
(filmRef)11829	8
(filmRef)1183	11
(filmRef)11830	4
(filmRef)11831	8
(filmRef)11832	8
(filmRef)11833	8
(filmRef)11834	8
(filmRef)11835	8
(filmRef)11836	8
(filmRef)11837	8
(filmRef)11838	8
(filmRef)11839	8
(filmRef)1184	10
(filmRef)11840	8
(filmRef)11841	8
(filmRef)11842	8
(filmRef)11843	8
(filmRef)11844	8
(filmRef)11845	8
(filmRef)11846	8
(filmRef)11847	8
(filmRef)11848	8
(filmRef)11849	8
(filmRef)1185	3
(filmRef)11850	8
(filmRef)11851	8
(filmRef)11852	8
(filmRef)11853	4
(filmRef)11854	4
(filmRef)11855	8
(filmRef)11856	8
(filmRef)11857	8
(filmRef)11858	8
(filmRef)11859	8
(filmRef)1186	11
(filmRef)11860	8
(filmRef)11861	4
(filmRef)11862	4
(filmRef)11863	8
(filmRef)11864	8
(filmRef)11865	8
(filmRef)11866	8
(filmRef)11867	4
(filmRef)11868	8
(filmRef)11869	8
(filmRef)1187	14
(filmRef)11870	8
(filmRef)11871	8
(filmRef)11872	8
(filmRef)11873	8
(filmRef)11874	8
(filmRef)11875	8
(filmRef)11876	8
(filmRef)11877	8
(filmRef)11878	8
(filmRef)11879	8
(filmRef)1188	11
(filmRef)11880	8
(filmRef)11881	8
(filmRef)11882	8
(filmRef)11883	8
(filmRef)11884	8
(filmRef)11885	8
(filmRef)11886	8
(filmRef)11887	4
(filmRef)11888	8
(filmRef)11889	8
(filmRef)1189	14
(filmRef)11890	8
(filmRef)11891	8
(filmRef)11892	8
(filmRef)11893	8
(filmRef)11894	8
(filmRef)11895	8
(filmRef)11896	8
(filmRef)11897	8
(filmRef)11898	8
(filmRef)11899	8
(filmRef)1190	18
(filmRef)11900	8
(filmRef)11901	8
(filmRef)11902	8
(filmRef)11903	8
(filmRef)11904	1
(filmRef)11905	8
(filmRef)11906	8
(filmRef)11907	8
(filmRef)11908	8
(filmRef)11909	8
(filmRef)1191	11
(filmRef)11910	8
(filmRef)11911	8
(filmRef)11912	8
(filmRef)11913	8
(filmRef)11914	8
(filmRef)11915	8
(filmRef)11916	8
(filmRef)11917	8
(filmRef)11918	8
(filmRef)11919	8
(filmRef)1192	11
(filmRef)11920	8
(filmRef)11921	8
(filmRef)11922	8
(filmRef)11923	8
(filmRef)11924	8
(filmRef)11925	8
(filmRef)11926	8
(filmRef)11927	8
(filmRef)11928	8
(filmRef)11929	8
(filmRef)1193	11
(filmRef)11930	8
(filmRef)11931	4
(filmRef)11932	8
(filmRef)11933	8
(filmRef)11934	8
(filmRef)11935	8
(filmRef)11936	8
(filmRef)11937	8
(filmRef)11938	8
(filmRef)11939	8
(filmRef)1194	11
(filmRef)11940	8
(filmRef)11941	8
(filmRef)11942	8
(filmRef)11943	8
(filmRef)11944	8
(filmRef)11945	8
(filmRef)11946	8
(filmRef)11947	8
(filmRef)11948	8
(filmRef)11949	8
(filmRef)1195	11
(filmRef)11950	8
(filmRef)11951	8
(filmRef)11952	8
(filmRef)11953	8
(filmRef)11954	8
(filmRef)11955	8
(filmRef)11956	8
(filmRef)11957	8
(filmRef)11958	8
(filmRef)11959	4
(filmRef)1196	11
(filmRef)11960	8
(filmRef)11961	8
(filmRef)11962	8
(filmRef)11963	4
(filmRef)11964	8
(filmRef)11965	8
(filmRef)11966	1
(filmRef)11967	4
(filmRef)11968	8
(filmRef)11969	4
(filmRef)11970	8
(filmRef)11971	4
(filmRef)11972	4
(filmRef)11973	8
(filmRef)11974	4
(filmRef)11975	8
(filmRef)11976	8
(filmRef)11977	8
(filmRef)11979	8
(filmRef)1198	10
(filmRef)11980	4
(filmRef)11981	8
(filmRef)11982	8
(filmRef)11983	8
(filmRef)11984	8
(filmRef)11985	8
(filmRef)11986	8
(filmRef)11987	8
(filmRef)11988	8
(filmRef)11989	8
(filmRef)1199	11
(filmRef)11990	8
(filmRef)11991	8
(filmRef)11992	8
(filmRef)11993	8
(filmRef)11994	8
(filmRef)11995	8
(filmRef)11996	8
(filmRef)11997	8
(filmRef)11998	8
(filmRef)11999	10
(filmRef)12000	8
(filmRef)12001	8
(filmRef)12002	8
(filmRef)12003	8
(filmRef)12004	8
(filmRef)12005	8
(filmRef)12006	8
(filmRef)12007	4
(filmRef)12008	8
(filmRef)12009	8
(filmRef)1201	11
(filmRef)12010	8
(filmRef)12011	8
(filmRef)12012	8
(filmRef)12013	8
(filmRef)12014	4
(filmRef)12015	8
(filmRef)12016	8
(filmRef)12017	8
(filmRef)12018	8
(filmRef)12019	8
(filmRef)1202	11
(filmRef)12020	8
(filmRef)12021	8
(filmRef)12022	8
(filmRef)12023	8
(filmRef)12024	8
(filmRef)12025	8
(filmRef)12026	8
(filmRef)12027	8
(filmRef)12028	8
(filmRef)12029	8
(filmRef)1203	11
(filmRef)12030	8
(filmRef)12031	8
(filmRef)12032	8
(filmRef)12033	8
(filmRef)12035	8
(filmRef)12036	8
(filmRef)12037	8
(filmRef)12038	8
(filmRef)12039	8
(filmRef)1204	11
(filmRef)12040	10
(filmRef)12041	8
(filmRef)12042	8
(filmRef)12043	4
(filmRef)12044	8
(filmRef)12045	8
(filmRef)12046	4
(filmRef)12047	8
(filmRef)12048	8
(filmRef)12049	8
(filmRef)1205	11
(filmRef)12050	4
(filmRef)12051	4
(filmRef)12053	8
(filmRef)12054	4
(filmRef)12055	4
(filmRef)12056	8
(filmRef)12057	8
(filmRef)12058	8
(filmRef)12059	8
(filmRef)1206	11
(filmRef)12060	4
(filmRef)12061	4
(filmRef)12062	8
(filmRef)12063	8
(filmRef)12064	4
(filmRef)12065	4
(filmRef)12066	4
(filmRef)12067	8
(filmRef)12068	4
(filmRef)12069	8
(filmRef)1207	1
(filmRef)12070	4
(filmRef)12071	4
(filmRef)12072	4
(filmRef)12073	4
(filmRef)12074	8
(filmRef)12075	8
(filmRef)12076	8
(filmRef)12077	8
(filmRef)12078	8
(filmRef)12079	8
(filmRef)1208	11
(filmRef)12080	8
(filmRef)12081	8
(filmRef)12082	8
(filmRef)12083	8
(filmRef)12084	8
(filmRef)12085	8
(filmRef)12086	8
(filmRef)12087	8
(filmRef)12088	8
(filmRef)12089	4
(filmRef)1209	11
(filmRef)12090	1
(filmRef)12091	4
(filmRef)12092	8
(filmRef)12093	8
(filmRef)12094	8
(filmRef)12095	8
(filmRef)12096	4
